log_text,block_id,error_count,duration,test_failed,coverage,cpu_usage,memory_usage,past_failures,status,Failure_Risk,Performance_Risk,Test_Risk,Security_Risk
081111 035957 19217 INFO dfs.DataNode$PacketResponder: Received block blk_-420564586555502239 of size 67108864 from /10.251.90.64,blk_-420564586555502239,0,50,1,98,49,35,0,0,0,0,1,0
081111 030946 18336 INFO dfs.DataNode$DataXceiver: Receiving block blk_92273823183917102 src: /10.250.15.67:53441 dest: /10.250.15.67:50010,blk_92273823183917102,1,83,1,94,54,45,1,0,0,0,1,0
081111 075753 19 INFO dfs.FSDataset: Deleting block blk_-7446091384471755694 file /mnt/hadoop/dfs/data/current/subdir30/blk_-7446091384471755694,blk_-7446091384471755694,0,91,1,85,43,28,0,0,0,0,1,0
081110 105219 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.67:50010 is added to blk_-6449891932967810179 size 67108864,blk_-6449891932967810179,1,61,1,89,40,36,0,0,0,0,1,0
081110 122648 11281 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8852638972311349374 src: /10.251.107.227:46913 dest: /10.251.107.227:50010,blk_-8852638972311349374,1,45,1,81,47,54,0,0,0,0,1,0
081110 175426 13827 INFO dfs.DataNode$DataXceiver: 10.251.202.209:50010 Served block blk_-5086369325828333421 to /10.251.194.213,blk_-5086369325828333421,0,51,1,97,55,36,1,0,0,0,1,0
081109 235426 4327 INFO dfs.DataNode$PacketResponder: Received block blk_-562725280853087685 of size 67108864 from /10.251.91.84,blk_-562725280853087685,1,43,1,98,35,27,0,0,0,0,0,0
081110 210548 19 INFO dfs.FSDataset: Deleting block blk_4658551441818960395 file /mnt/hadoop/dfs/data/current/subdir19/blk_4658551441818960395,blk_4658551441818960395,2,48,1,84,30,50,1,0,0,0,1,0
081110 011237 13 INFO dfs.DataBlockScanner: Verification succeeded for blk_6996194389878584395,blk_6996194389878584395,3,262,5,54,91,80,3,1,1,1,1,0
081110 143613 12543 INFO dfs.DataNode$DataXceiver: Receiving block blk_-3486808304671603275 src: /10.251.30.85:37518 dest: /10.251.30.85:50010,blk_-3486808304671603275,1,87,1,81,38,41,0,0,0,0,0,0
081110 103821 19 INFO dfs.FSDataset: Deleting block blk_5948455948626091880 file /mnt/hadoop/dfs/data/current/subdir28/blk_5948455948626091880,blk_5948455948626091880,1,37,1,100,59,55,0,0,0,0,0,0
081111 043106 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.193:50010 is added to blk_4577632468651859430 size 67108864,blk_4577632468651859430,2,99,0,83,36,38,0,0,0,0,0,0
081111 063241 22074 INFO dfs.DataNode$PacketResponder: Received block blk_-3436382429367583573 of size 67108864 from /10.251.107.19,blk_-3436382429367583573,2,87,0,95,55,51,0,0,0,0,0,0
081111 085146 24834 INFO dfs.DataNode$PacketResponder: Received block blk_-954856062493437881 of size 67108864 from /10.251.106.10,blk_-954856062493437881,2,46,1,95,33,50,0,0,0,0,0,0
081110 144546 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.27.63:50010 is added to blk_7838843222458775811 size 67108864,blk_7838843222458775811,2,62,2,91,50,50,0,0,0,0,1,0
081110 210540 18 INFO dfs.FSDataset: Deleting block blk_773599351835388127 file /mnt/hadoop/dfs/data/current/subdir60/blk_773599351835388127,blk_773599351835388127,1,105,1,85,43,49,1,0,0,0,0,0
081111 075854 19 INFO dfs.FSDataset: Deleting block blk_5806397523737304814 file /mnt/hadoop/dfs/data/current/subdir34/blk_5806397523737304814,blk_5806397523737304814,0,102,1,91,51,31,1,0,0,0,1,0
081111 063413 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001726_0/part-01726. blk_1858805942071850133,blk_1858805942071850133,2,77,1,88,35,28,1,0,0,0,0,0
081110 124159 11369 WARN dfs.DataNode$DataXceiver: 10.251.70.5:50010:Got exception while serving blk_4581070264530964999 to /10.250.13.188:,blk_4581070264530964999,1,60,1,94,34,49,1,0,0,0,1,0
081111 073314 23367 INFO dfs.DataNode$DataXceiver: Receiving block blk_5216491057643255876 src: /10.251.105.189:55126 dest: /10.251.105.189:50010,blk_5216491057643255876,2,89,0,100,59,26,1,0,0,0,0,0
081111 070735 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.130:50010 is added to blk_-4427507243535536615 size 67108864,blk_-4427507243535536615,2,96,2,95,48,43,1,0,0,0,1,0
081110 040800 6739 INFO dfs.DataNode$DataXceiver: 10.250.6.214:50010 Served block blk_-3384560576963801177 to /10.250.6.214,blk_-3384560576963801177,1,49,0,98,45,26,1,0,0,0,0,0
081111 095733 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to blk_-1305222006484630743 size 67108864,blk_-1305222006484630743,0,94,1,87,42,28,0,0,0,0,0,0
081110 220655 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_355286618997526877 is added to invalidSet of 10.250.7.32:50010,blk_355286618997526877,1,44,0,98,35,26,0,0,0,0,0,0
081111 071042 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.134:50010 is added to blk_-5214060566378896158 size 67108864,blk_-5214060566378896158,2,71,2,89,30,41,0,0,0,0,1,0
081110 194735 14044 WARN dfs.DataNode$DataXceiver: 10.251.127.243:50010:Got exception while serving blk_7760079751081658559 to /10.251.215.70:,blk_7760079751081658559,0,85,0,92,44,32,1,0,0,0,0,0
081110 210128 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_7048740572660501729 is added to invalidSet of 10.251.107.98:50010,blk_7048740572660501729,1,121,1,88,57,43,0,0,0,0,0,0
081111 065444 19 INFO dfs.FSDataset: Deleting block blk_1018961650823645078 file /mnt/hadoop/dfs/data/current/subdir60/blk_1018961650823645078,blk_1018961650823645078,0,82,2,95,59,28,0,0,0,0,1,0
081110 150809 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.67:50010 is added to blk_4154740411570608045 size 67108864,blk_4154740411570608045,1,47,2,85,37,41,1,0,0,0,1,0
081110 220655 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-7369651436133452001 is added to invalidSet of 10.251.127.191:50010,blk_-7369651436133452001,1,105,2,81,50,32,0,0,0,0,1,0
081111 024309 17772 INFO dfs.DataNode$DataXceiver: Receiving block blk_3941798034503185737 src: /10.250.11.85:42358 dest: /10.250.11.85:50010,blk_3941798034503185737,1,96,2,95,39,44,0,0,0,0,1,0
081110 210423 19 INFO dfs.FSDataset: Deleting block blk_-8360774680830158225 file /mnt/hadoop/dfs/data/current/subdir31/blk_-8360774680830158225,blk_-8360774680830158225,1,61,1,90,60,35,1,0,0,0,0,0
081111 030318 18190 INFO dfs.DataNode$DataXceiver: Receiving block blk_3181161977343808286 src: /10.251.43.21:40127 dest: /10.251.43.21:50010,blk_3181161977343808286,1,31,0,84,59,53,0,0,0,0,0,0
081111 100323 14118 INFO dfs.DataNode$PacketResponder: Received block blk_7679838117000095334 of size 67108864 from /10.251.30.85,blk_7679838117000095334,1,85,1,86,32,38,1,0,0,0,0,0
081111 044652 19 INFO dfs.FSDataset: Deleting block blk_-7513928662244669476 file /mnt/hadoop/dfs/data/current/subdir11/blk_-7513928662244669476,blk_-7513928662244669476,2,69,2,88,59,27,1,0,0,0,1,0
081111 033829 18 INFO dfs.FSDataset: Deleting block blk_-5205950257901523262 file /mnt/hadoop/dfs/data/current/subdir40/blk_-5205950257901523262,blk_-5205950257901523262,0,116,1,98,37,31,0,0,0,0,1,0
081110 230628 16721 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-1250775350296476256 terminating,blk_-1250775350296476256,2,54,2,82,39,44,1,0,0,0,1,0
081111 061926 22010 INFO dfs.DataNode$PacketResponder: Received block blk_8699194381234371727 of size 67108864 from /10.251.214.67,blk_8699194381234371727,1,103,0,100,52,50,1,0,0,0,0,0
081110 013406 5493 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_2917692073041583988 terminating,blk_2917692073041583988,1,55,1,92,49,28,0,0,0,0,1,0
081111 044812 19 INFO dfs.FSDataset: Deleting block blk_9142114171015520823 file /mnt/hadoop/dfs/data/current/subdir48/blk_9142114171015520823,blk_9142114171015520823,1,101,1,83,60,25,0,0,0,0,1,0
081111 070055 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.121.224:50010 is added to blk_3134656542322449478 size 67108864,blk_3134656542322449478,2,68,2,88,58,29,1,0,0,0,1,0
081110 015334 5970 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_3070718541088657475 terminating,blk_3070718541088657475,1,50,1,100,56,51,0,0,0,0,0,0
081111 032416 18576 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_5018765878120211503 terminating,blk_5018765878120211503,2,83,1,92,37,31,0,0,0,0,0,0
081111 084148 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.100:50010 is added to blk_-4595094649363595358 size 67108864,blk_-4595094649363595358,0,71,2,98,44,39,0,0,0,0,1,0
081111 084728 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand7/_temporary/_task_200811101024_0014_m_001649_0/part-01649. blk_-5581540863377925517,blk_-5581540863377925517,2,54,2,96,37,46,1,0,0,0,1,0
081111 075657 23748 INFO dfs.DataNode$DataXceiver: Receiving block blk_7996616083434301906 src: /10.251.123.195:53947 dest: /10.251.123.195:50010,blk_7996616083434301906,2,54,1,83,50,38,0,0,0,0,0,0
081109 232829 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.68:50010 is added to blk_1636660629634995787 size 67108864,blk_1636660629634995787,0,101,1,92,52,44,0,0,0,0,1,0
081111 085922 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_2713941272199175167 is added to invalidSet of 10.251.38.53:50010,blk_2713941272199175167,2,61,1,94,60,34,1,0,0,0,1,0
081111 035010 19149 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8123824094195108685 src: /10.251.194.213:54308 dest: /10.251.194.213:50010,blk_-8123824094195108685,0,50,2,100,56,29,1,0,0,0,1,0
081111 100417 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.101:50010 is added to blk_6451403582950672007 size 67108864,blk_6451403582950672007,1,37,1,81,48,34,0,0,0,0,0,0
081111 100414 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.193:50010 is added to blk_5489815612272797790 size 67108864,blk_5489815612272797790,2,103,1,82,51,48,1,0,0,0,0,0
081111 031650 18225 INFO dfs.DataNode$PacketResponder: Received block blk_3777399812922072863 of size 67108864 from /10.251.199.225,blk_3777399812922072863,2,70,1,93,42,51,0,0,0,0,1,0
081110 103141 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-5972745462629982078 is added to invalidSet of 10.251.31.5:50010,blk_-5972745462629982078,0,95,1,100,47,54,0,0,0,0,0,0
081110 000136 4627 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-7656610147924319419 terminating,blk_-7656610147924319419,1,62,1,83,30,27,0,0,0,0,1,0
081111 023247 19 INFO dfs.FSDataset: Deleting block blk_-626413149556394155 file /mnt/hadoop/dfs/data/current/subdir26/blk_-626413149556394155,blk_-626413149556394155,0,60,1,100,33,44,0,0,0,0,1,0
081111 063923 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.149:50010 is added to blk_-7282356322111075290 size 67108864,blk_-7282356322111075290,1,91,1,91,60,38,1,0,0,0,0,0
081110 123252 11126 INFO dfs.DataNode$PacketResponder: Received block blk_-1201318815778694289 of size 67108864 from /10.251.194.147,blk_-1201318815778694289,2,77,0,92,50,35,0,0,0,0,0,0
081110 014536 6005 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_4404895858852856851 terminating,blk_4404895858852856851,1,43,2,93,34,40,1,0,0,0,1,0
081110 103114 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_358331073189608564 is added to invalidSet of 10.251.67.225:50010,blk_358331073189608564,1,49,1,85,35,55,0,0,0,0,0,0
081111 045911 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.27.63:50010 is added to blk_-7985144765168396303 size 67108864,blk_-7985144765168396303,1,81,0,82,40,25,1,0,0,0,0,0
081111 100824 26391 INFO dfs.DataNode$DataXceiver: Receiving block blk_8303284829424905326 src: /10.251.70.37:47359 dest: /10.251.70.37:50010,blk_8303284829424905326,1,83,1,94,46,35,0,0,0,0,0,0
081111 071611 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_000997_0/part-00997. blk_-500534246236005335,blk_-500534246236005335,0,69,1,98,30,46,1,0,0,0,0,0
081111 084721 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_4473390551542202999 size 67108864,blk_4473390551542202999,0,51,2,87,45,33,1,0,0,0,1,0
081111 041734 19799 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_2261089810991980611 terminating,blk_2261089810991980611,0,110,2,83,55,54,1,0,0,0,1,0
081111 065511 19 INFO dfs.FSDataset: Deleting block blk_6943254721518837570 file /mnt/hadoop/dfs/data/current/subdir41/blk_6943254721518837570,blk_6943254721518837570,1,60,1,80,42,37,1,0,0,0,1,0
081111 013400 17543 INFO dfs.DataNode$DataXceiver: 10.250.14.38:50010 Served block blk_-8674089929114017279 to /10.250.14.38,blk_-8674089929114017279,1,90,1,81,45,44,1,0,0,0,0,0
081109 210551 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.191:50010 is added to blk_673825774073966710 size 67108864,blk_673825774073966710,2,123,1,86,46,45,1,0,0,0,1,0
081111 051411 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.225:50010 is added to blk_8323519561483823145 size 67108864,blk_8323519561483823145,0,108,2,90,39,38,0,0,0,0,1,0
081111 044546 19 INFO dfs.FSDataset: Deleting block blk_-5934436507161953485 file /mnt/hadoop/dfs/data/current/subdir33/blk_-5934436507161953485,blk_-5934436507161953485,1,85,1,97,30,35,0,0,0,0,0,0
081111 100245 26152 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_1408672604432845193 terminating,blk_1408672604432845193,2,106,1,82,41,42,0,0,0,0,0,0
081111 034105 18847 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_2529569087635823495 terminating,blk_2529569087635823495,0,93,1,82,40,40,1,0,0,0,0,0
081110 103631 19 INFO dfs.FSDataset: Deleting block blk_-1111344660779690782 file /mnt/hadoop/dfs/data/current/subdir40/blk_-1111344660779690782,blk_-1111344660779690782,2,74,1,93,35,37,1,0,0,0,1,0
081111 063053 21803 INFO dfs.DataNode$PacketResponder: Received block blk_2616961363639592748 of size 67108864 from /10.251.202.134,blk_2616961363639592748,2,96,1,96,57,54,0,0,0,0,1,0
081109 204005 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_7128370237687728475 size 67108864,blk_7128370237687728475,0,97,0,85,55,50,1,0,0,0,0,0
081110 212039 14833 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_3755116621101133849 terminating,blk_3755116621101133849,1,122,1,98,30,36,1,0,0,0,1,0
081111 063859 22169 INFO dfs.DataNode$DataXceiver: Receiving block blk_1606295458729964667 src: /10.251.214.32:47910 dest: /10.251.214.32:50010,blk_1606295458729964667,1,49,0,82,39,49,0,0,0,0,0,0
081110 222455 16220 INFO dfs.DataNode$PacketResponder: Received block blk_4294115716822011564 of size 67108864 from /10.251.43.210,blk_4294115716822011564,1,93,0,90,35,45,0,0,0,0,0,0
081111 101206 26380 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-3228470001178394592 terminating,blk_-3228470001178394592,1,53,2,87,35,30,0,0,0,0,1,0
081111 044328 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-328970571549408286 is added to invalidSet of 10.251.214.32:50010,blk_-328970571549408286,1,78,0,92,36,39,1,0,0,0,0,0
081110 103558 19 INFO dfs.FSDataset: Deleting block blk_561417755647618727 file /mnt/hadoop/dfs/data/current/subdir4/blk_561417755647618727,blk_561417755647618727,2,101,2,84,34,34,0,0,0,0,1,0
081110 224938 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to blk_-5718873743060788176 size 67108864,blk_-5718873743060788176,2,115,2,89,59,55,0,0,0,0,1,0
081111 044700 19 INFO dfs.FSDataset: Deleting block blk_-1046472716157313227 file /mnt/hadoop/dfs/data/current/subdir62/blk_-1046472716157313227,blk_-1046472716157313227,1,115,0,81,54,46,1,0,0,0,0,0
081110 103149 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_8871064397020855320 is added to invalidSet of 10.251.42.84:50010,blk_8871064397020855320,0,90,2,90,58,46,1,0,0,0,1,0
081111 093703 25622 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_3378157549705391333 terminating,blk_3378157549705391333,0,118,2,94,57,45,1,0,0,0,1,0
081109 224054 3560 WARN dfs.DataNode$DataXceiver: 10.251.126.255:50010:Got exception while serving blk_2879780987351022871 to /10.251.39.144:,blk_2879780987351022871,2,80,1,90,58,41,1,0,0,0,0,0
081110 115734 10668 INFO dfs.DataNode$PacketResponder: Received block blk_-2117066166574895060 of size 67108864 from /10.251.73.188,blk_-2117066166574895060,0,59,1,85,44,27,1,0,0,0,0,0
081110 110827 9664 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_3318864983801406136 terminating,blk_3318864983801406136,1,90,1,96,33,30,1,0,0,0,1,0
081111 084228 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand7/_temporary/_task_200811101024_0014_m_001394_0/part-01394. blk_-1101091099241306483,blk_-1101091099241306483,1,112,0,81,59,55,1,0,0,0,0,0
081111 071510 22974 INFO dfs.DataNode$PacketResponder: Received block blk_-1846853350696018836 of size 67108864 from /10.250.15.67,blk_-1846853350696018836,1,84,1,92,43,26,0,0,0,0,1,0
081111 045623 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand5/_temporary/_task_200811101024_0011_m_000040_0/part-00040. blk_1253515519191706153,blk_1253515519191706153,1,62,2,83,30,25,0,0,0,0,1,0
081111 100903 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.130:50010 is added to blk_5646792755154529338 size 67108864,blk_5646792755154529338,0,46,0,88,60,36,0,0,0,0,0,0
081110 104018 9085 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-3452734573703603740 terminating,blk_-3452734573703603740,1,46,2,81,47,51,1,0,0,0,1,0
081110 152147 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.70.37:50010 is added to blk_300967862449910205 size 67108864,blk_300967862449910205,1,102,1,100,44,47,1,0,0,0,1,0
081111 044311 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-1227720343537039835 is added to invalidSet of 10.251.202.134:50010,blk_-1227720343537039835,0,115,1,99,58,26,1,0,0,0,0,0
081111 042625 19958 INFO dfs.DataNode$DataXceiver: Receiving block blk_-7350482598011027441 src: /10.250.7.96:41476 dest: /10.250.7.96:50010,blk_-7350482598011027441,2,90,1,95,51,37,0,0,0,0,1,0
081110 144100 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.33:50010 is added to blk_-2916658835497879256 size 67108864,blk_-2916658835497879256,2,100,0,92,31,45,0,0,0,0,0,0
081111 041811 19543 INFO dfs.DataNode$DataXceiver: Receiving block blk_5335498635665743905 src: /10.251.73.220:50095 dest: /10.251.73.220:50010,blk_5335498635665743905,2,86,0,85,41,52,0,0,0,0,0,0
081111 075933 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.102:50010 is added to blk_-7522572236891389139 size 67108864,blk_-7522572236891389139,1,70,1,91,34,32,0,0,0,0,0,0
